No,Facility Name,Category,Type,Free / Paid,Primary contact,Secandory contact,Email,Provice,District,Nearest Town / City,DS Division / Area,Full Address / Location Detail,Capabilities / Services,Available Hours,Available Doctors / Key Staff,Web site,Other Valuable Points / Notes,HTML code,Submitter Name,Submitter Contact,Submitter e-mail,Agreement
425,Sri Lanka Sumithrayo - Negombo,Counseling / Emotional Support,Nonprofit Branch,Free,031-2223322,,,National,Island wide,Negombo,Island-wide access,,Confidential emotional support / suicide prevention,Wed/Thu/Sat 9:30am-1:30pm,,,https://srilankasumithrayo.lk/contact-us/,"<tr><td>Sri Lanka Sumithrayo - Negombo<div class=""e-mail""></div></td><td>National</td><td>Island wide</td><td><a href=""tel:031-2223322"" class=""phone-link"">031-2223322</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
426,Sri Lanka Sumithrayo - Matale,Counseling / Emotional Support,Nonprofit Branch,Free,066-2223521,,,National,Island wide,Matale,Island-wide access,,Confidential emotional support / suicide prevention,Mon/Tue/Thu/Fri 9am-1pm,,,https://srilankasumithrayo.lk/contact-us/,"<tr><td>Sri Lanka Sumithrayo - Matale<div class=""e-mail""></div></td><td>National</td><td>Island wide</td><td><a href=""tel:066-2223521"" class=""phone-link"">066-2223521</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
427,Sri Lanka Sumithrayo - Mawanella,Counseling / Emotional Support,Nonprofit Branch,Free,035-5788330,0767-949922,,National,Island wide,Mawanella,Island-wide access,,Confidential emotional support / suicide prevention,Tue/Thu/Sat/Sun 9am-2pm,,,https://srilankasumithrayo.lk/contact-us/,"<tr><td>Sri Lanka Sumithrayo - Mawanella<div class=""e-mail""></div></td><td>National</td><td>Island wide</td><td><a href=""tel:035-5788330"" class=""phone-link"">035-5788330</a><div class=""phone-secondary"">0767-949922</div></td><td>Free</td></tr>",,,,
428,Sri Lanka Sumithrayo - Kurunegala,Counseling / Emotional Support,Nonprofit Branch,Free,037-4931731,,,National,Island wide,Kurunegala,Island-wide access,,Confidential emotional support / suicide prevention,Tue/Fri 9am-1pm,,,https://srilankasumithrayo.lk/contact-us/,"<tr><td>Sri Lanka Sumithrayo - Kurunegala<div class=""e-mail""></div></td><td>National</td><td>Island wide</td><td><a href=""tel:037-4931731"" class=""phone-link"">037-4931731</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
429,Sri Lanka Sumithrayo - Jaffna,Counseling / Emotional Support,Nonprofit Branch,Free,0779-008776,021-2223933,,National,Island wide,Jaffna,Island-wide access,,Confidential emotional support / suicide prevention,Mon/Tue/Fri/Sat/Sun 9am-1pm,,,https://srilankasumithrayo.lk/contact-us/,"<tr><td>Sri Lanka Sumithrayo - Jaffna<div class=""e-mail""></div></td><td>National</td><td>Island wide</td><td><a href=""tel:0779-008776"" class=""phone-link"">0779-008776</a><div class=""phone-secondary"">021-2223933</div></td><td>Free</td></tr>",,,,
430,Sri Lanka Sumithrayo - Bandarawela,Counseling / Emotional Support,Nonprofit Branch,Free,057-2222662,,,National,Island wide,Bandarawela,Island-wide access,,Confidential emotional support / suicide prevention,Wed/Sat/Sun 9am-1pm,,,https://srilankasumithrayo.lk/contact-us/,"<tr><td>Sri Lanka Sumithrayo - Bandarawela<div class=""e-mail""></div></td><td>National</td><td>Island wide</td><td><a href=""tel:057-2222662"" class=""phone-link"">057-2222662</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
431,Sri Lanka Sumithrayo - Galle,Counseling / Emotional Support,Nonprofit Branch,Free,076-0904122,,,National,Island wide,Galle,Island-wide access,,Confidential emotional support / suicide prevention,Wed/Sat/Sun 9am-1pm,,,https://srilankasumithrayo.lk/contact-us/,"<tr><td>Sri Lanka Sumithrayo - Galle<div class=""e-mail""></div></td><td>National</td><td>Island wide</td><td><a href=""tel:076-0904122"" class=""phone-link"">076-0904122</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
432,Sri Lanka Sumithrayo Rural - Lunugamvehera,Counseling / Emotional Support,Nonprofit Branch,Free,047-2238080,,,National,Island wide,Lunugamvehera,Island-wide access,,Confidential emotional support / suicide prevention,Weekdays 9:30am-4pm,,,https://srilankasumithrayo.lk/contact-us/,"<tr><td>Sri Lanka Sumithrayo Rural - Lunugamvehera<div class=""e-mail""></div></td><td>National</td><td>Island wide</td><td><a href=""tel:047-2238080"" class=""phone-link"">047-2238080</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
433,National Hospital of Sri Lanka - Colombo,Mental Health,Government National Hospital,Free,011-2691111,011-2693510,,Western Province,Colombo,Colombo 10,Colombo,"National Hospital of Sri Lanka, Colombo 10",Consultant psychiatry; general hospital emergency and specialist referral,24/7 hospital emergency; psychiatry clinic schedule confirm locally,Consultant Psychiatry Team,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=36&Itemid=196&lang=en; https://nhsl.health.gov.lk/web/index.php?option=com_foxcontact&view=foxcontact&Itemid=213&lang=en,,"<tr><td>National Hospital of Sri Lanka - Colombo<div class=""e-mail""></div></td><td>Western Province</td><td>Colombo</td><td><a href=""tel:011-2691111"" class=""phone-link"">011-2691111</a><div class=""phone-secondary"">011-2693510</div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=36&Itemid=196&lang=en; https://nhsl.health.gov.lk/web/index.php?option=com_foxcontact&view=foxcontact&Itemid=213&lang=en"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
434,Teaching Hospital Colombo South - Kalubowila,Mental Health,Government Teaching Hospital,Free,011-2763261,011-2763065,,Western Province,Colombo,Kalubowila,Dehiwala,"Kalubowila, Dehiwala",Adult mental-health services; multiple consultant psychiatrists; child psychiatry services,Call to confirm clinic schedule,Consultant Psychiatry Team,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=36&Itemid=196&lang=en,,"<tr><td>Teaching Hospital Colombo South - Kalubowila<div class=""e-mail""></div></td><td>Western Province</td><td>Colombo</td><td><a href=""tel:011-2763261"" class=""phone-link"">011-2763261</a><div class=""phone-secondary"">011-2763065</div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=36&Itemid=196&lang=en"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
435,Lady Ridgeway Hospital for Children,Child & Adolescent Mental Health,Government National Paediatric Hospital,Free,011-2693711,011-2693712,info.lrh@health.gov.lk,Western Province,Colombo,Colombo 08,Colombo,"Dr. Danister De Silva Mawatha, Colombo 08",Child and adolescent psychiatry; national paediatric referral hospital,Open 24/7/365 for paediatric care; psychiatry clinic schedule confirm,Consultant Child Psychiatry Team,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=36&Itemid=196&lang=en; https://lrh.health.gov.lk/home-en/,,"<tr><td>Lady Ridgeway Hospital for Children<div class=""e-mail"">info.lrh@health.gov.lk</div></td><td>Western Province</td><td>Colombo</td><td><a href=""tel:011-2693711"" class=""phone-link"">011-2693711</a><div class=""phone-secondary"">011-2693712</div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=36&Itemid=196&lang=en; https://lrh.health.gov.lk/home-en/"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
436,Base Hospital - Homagama,Mental Health,Government Base Hospital,Free,011-2855200,,,Western Province,Colombo,Homagama,Homagama,"Homagama, Colombo District",Mental Health Clinic; consultant psychiatry referral,Call ahead to confirm current clinic/consultant hours,,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=36&Itemid=196&lang=en,,"<tr><td>Base Hospital - Homagama<div class=""e-mail""></div></td><td>Western Province</td><td>Colombo</td><td><a href=""tel:011-2855200"" class=""phone-link"">011-2855200</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=36&Itemid=196&lang=en"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
437,District General / Base Hospital - Avissawella,Mental Health,Government Hospital,Free,036-2222261,036-2222262,,Western Province,Colombo,Avissawella,Seethawaka,"Avissawella, Colombo District",Mental Health Clinic; consultant psychiatry referral,Call ahead to confirm current clinic/consultant hours,,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=36&Itemid=196&lang=en,,"<tr><td>District General / Base Hospital - Avissawella<div class=""e-mail""></div></td><td>Western Province</td><td>Colombo</td><td><a href=""tel:036-2222261"" class=""phone-link"">036-2222261</a><div class=""phone-secondary"">036-2222262</div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=36&Itemid=196&lang=en"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
438,Apeksha Hospital - Maharagama,Psycho-oncology / Mental Health,Government National Cancer Hospital,Free,011-2850252,,,Western Province,Colombo,Maharagama,Maharagama,"Maharagama, Colombo District",Psychiatric support for oncology patients; specialist referral,Call ahead to confirm current clinic/consultant hours,,https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=36&Itemid=196&lang=en,,"<tr><td>Apeksha Hospital - Maharagama<div class=""e-mail""></div></td><td>Western Province</td><td>Colombo</td><td><a href=""tel:011-2850252"" class=""phone-link"">011-2850252</a><div class=""phone-secondary""></div></td><td>Free<div> <a href=""https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=36&Itemid=196&lang=en"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
439,National STD/AIDS Control Programme - Central Clinic Colombo,STD / HIV,Government Sexual Health Clinic,Free,011-2667163,011-2667029,infonsacpsim@gmail.com,Western Province,Colombo,Colombo 10,Colombo,"No. 29, De Saram Place, Colombo 10","Confidential STI/HIV testing, treatment/care, counselling, PrEP/PEPSE; psychiatry clinic for PLHIV",Mon-Fri 8am-4pm; Sat 8am-12pm; 2nd Sunday PrEP clinic 8am-2pm,NSACP Team,,https://aidscontrol.gov.lk/index.php?option=com_content&view=article&id=109&Itemid=119&lang=en; https://aidscontrol.gov.lk/index.php?option=com_content&view=article&id=6&Itemid=127&lang=en,"<tr><td>National STD/AIDS Control Programme - Central Clinic Colombo<div class=""e-mail"">infonsacpsim@gmail.com</div></td><td>Western Province</td><td>Colombo</td><td><a href=""tel:011-2667163"" class=""phone-link"">011-2667163</a><div class=""phone-secondary"">011-2667029</div></td><td>Free</td></tr>",,,,
440,NSACP Community Sexual Health Centre - Wellawatte,STD / HIV,Government Community Sexual Health Centre,Free,011-2667163,071-6479192,infonsacpsim@gmail.com,Western Province,Colombo,Wellawatte,Colombo,"No.29, De Saram Place, Colombo 10,",Community-based confidential sexual-health/STI/HIV services,Contact NSACP central clinic for current hours,,,https://aidscontrol.gov.lk/index.php?option=com_content&view=article&id=6&Itemid=127&lang=en,"<tr><td>NSACP Community Sexual Health Centre - Wellawatte<div class=""e-mail"">infonsacpsim@gmail.com</div></td><td>Western Province</td><td>Colombo</td><td><a href=""tel:011-2667163"" class=""phone-link"">011-2667163</a><div class=""phone-secondary"">071-6479192</div></td><td>Free</td></tr>",,,,
441,Asiri Central Hospital,Mental Health / Private Channeling,Private Hospital,Paid,011-4665500,,,Western Province,Colombo,Colombo 10,Colombo,"114 Norris Canal Road, Colombo 10",Psychiatric care; consultant psychiatrist channeling; 24-hour accident & emergency; LGBTIQ support clinic,24-hour hospital; psychiatry by appointment,Visiting Consultant Psychiatrists,,https://asirihealth.com/central-home; https://www.doc.lk/search?id=5022&hospital=0&specialization=29,"<tr><td>Asiri Central Hospital<div class=""e-mail""></div></td><td>Western Province</td><td>Colombo</td><td><a href=""tel:011-4665500"" class=""phone-link"">011-4665500</a><div class=""phone-secondary""></div></td><td>Paid</td></tr>",,,,
442,Nawaloka Hospitals PLC - Colombo,Mental Health / Private Channeling,Private Hospital,Paid,011-5777777,011-5577111,,Western Province,Colombo,Colombo 02,Colombo,"23 Deshamanya H. K. Dharmadasa Mawatha, Colombo 02",Consultant psychiatrist channeling; emergency/hospital services,24/7 hospital; psychiatrist sessions by appointment,Visiting Consultant Psychiatrists,https://www.nawaloka.com,https://frame.doc.lk:8090/all/channel/5160,"<tr><td>Nawaloka Hospitals PLC - Colombo<div class=""e-mail""></div></td><td>Western Province</td><td>Colombo</td><td><a href=""tel:011-5777777"" class=""phone-link"">011-5777777</a><div class=""phone-secondary"">011-5577111</div></td><td>Paid<div> <a href=""https://www.nawaloka.com"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
443,Lanka Hospitals - Colombo 05,Mental Health / Psychology,Private Hospital,Paid,1566,011-5430000 / 070-2371591,info@lankahospitals.com,Western Province,Colombo,Colombo 05,Narahenpita,"578 Elvitigala Mawatha, Narahenpita, Colombo 05","Psychiatry, psychology, therapy/counselling and medication management; specialist channeling",Call/online booking for current schedule,Psychiatrists / Psychologists,https://www.lankahospitals.lk/contact/,https://www.lankahospitals.com/medical-surgical-services/internal-medicine/,"<tr><td>Lanka Hospitals - Colombo 05<div class=""e-mail"">info@lankahospitals.com</div></td><td>Western Province</td><td>Colombo</td><td><a href=""tel:1566"" class=""phone-link"">1566</a><div class=""phone-secondary"">011-5430000 / 070-2371591</div></td><td>Paid<div> <a href=""https://www.lankahospitals.lk/contact/"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
444,Premier care,Counseling,Private,Paid,076-5588588,,info@premiercare.lk,Western Province,Colombo,Colombo 05,Colombo,"34/6, Kirula RoadColombo 05 Sri Lanka",Physiotherapy; Psychological Counseling; Clinical Psychology,,Dr. Hafeeza Begum; Dr. Nimeera Weerarathne,https://www.premiercare.lk/,,"<tr><td>Premier care<div class=""e-mail"">info@premiercare.lk</div></td><td>Western Province</td><td>Colombo</td><td><a href=""tel:076-5588588"" class=""phone-link"">076-5588588</a><div class=""phone-secondary""></div></td><td>Paid<div> <a href=""https://www.premiercare.lk/"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
445,National Dangerous Drugs Control Board,Substance controls,Government Institution,Free,1927,011-2868794 - 6,mail@nddcb.gov.lk,Western Province,Colombo,Rajagiriya,Rajagiriya,"No 383, Kotte Road, Rajagiriya.",,24 hours,NA,https://www.nddcb.gov.lk,,"<tr><td>National Dangerous Drugs Control Board<div class=""e-mail"">mail@nddcb.gov.lk</div></td><td>Western Province</td><td>Colombo</td><td><a href=""tel:1927"" class=""phone-link"">1927</a><div class=""phone-secondary"">011-2868794 - 6</div></td><td>Free<div> <a href=""https://www.nddcb.gov.lk"" class=""web-site""target=""_blank"" style=""text-decoration: none;"">Web Site  🔗</a></div></td></tr>",,,,
